reporting_status,product,industry,region,strength_in_segment,profit_for_customer,sales_value,profit_perc,joint_bid_portion
Won,P,Ene,UK,34,0.58,11,40,65
Lost,G,Ins,UK,58,1.309,9.4,61,55
Lost,F,Cap,Oth,57,1.904,8.1,45,71
Lost,P,Mob,Can,29,1.888,5.5,46,50
Lost,G,Def,Ame,50,1.816,6.4,61,43
Won,G,Cap,Oth,41,1.031,7.3,44,66
Lost,G,Fin,UK,55,0.941,8.6,57,61
Won,G,Cap,UK,48,1.155,9.2,48,66
Won,L,Ban,Afr,45,0.501,6.2,46,49
Won,G,Def,Ame,50,0.72,7.6,43,60
Won,P,Con,UK,53,0.634,8.3,49,53
Won,L,Ban,Afr,45,0.528,7.8,38,45
Lost,Li,Con,UK,46,1.48,6.5,43,51
Won,G,Fin,UK,55,0.834,10.4,56,70
Lost,P,Sec,Ind,44,1.01,7.7,54,60
Lost,L,Cap,UK,40,1.747,6.5,56,61
Lost,L,Def,UK,51,1.635,8.6,41,79
Lost,L,Ene,UK,42,1.338,9.5,47,51
Lost,G,Def,Ame,50,1.46,7.6,58,50
Lost,L,Def,UK,51,1.66,11.4,46,72
Lost,L,Def,UK,51,1.164,8.8,59,47
Won,G,Cap,UK,48,0.247,5,49,58
Lost,P,OG,Jap,33,0.948,8.1,66,55
Lost,L,Def,UK,51,0.928,12.6,50,48
Lost,F,Con,UK,54,1.316,7.4,59,70
Won,F,Ins,UK,31,0.531,6.7,46,100
Won,G,Agr,Oth,26,0.009,7.8,63,68
Won,Li,Con,UK,46,0.476,7.6,68,68
Won,L,Def,UK,51,0.688,9.6,57,72
Won,G,Cap,UK,48,0.656,6,50,75
Won,Li,Cap,Oth,47,0.447,6.2,64,54
Lost,P,Sec,Ind,44,2.459,4.8,63,58
Lost,G,Cap,UK,48,1.471,9.9,63,49
Won,G,Def,Ame,50,0.799,6.4,55,66
Lost,F,Cap,Oth,57,0.896,8.1,70,100
Won,P,Whi,Jap,21,1.247,10.4,45,63
Won,L,Ene,UK,42,0.473,8.3,51,58
Won,G,Oth,Ame,38,1.538,8.9,37,56
Won,G,Oth,UK,49,0.939,7.1,50,68
Lost,G,Oth,Ame,38,1.311,9.4,56,44
Won,L,Def,UK,51,0.953,8.6,39,59
Lost,G,Ban,UK,61,0.96,7.7,47,65
Won,P,Sec,Ind,44,1.168,6.3,38,53
Won,P,Ene,UK,34,0.704,11.8,42,68
Lost,L,Ban,Afr,45,1.446,8.3,56,58
Won,L,Cap,UK,40,0.241,10.3,46,78
Lost,G,Tel,Spa,66,1.132,5.8,63,50
Won,G,Def,Ame,50,0.497,6.2,59,77
Won,F,Cap,Oth,57,1.034,8.1,49,78
Lost,Li,Con,UK,46,1.524,8.6,53,50
Lost,Li,Oth,Oth,64,0.779,9.5,55,59
Lost,F,Con,UK,54,1.373,7,58,52
Lost,F,Cap,Oth,57,1.332,8.9,56,59
Lost,G,Cap,Oth,41,1.49,9.8,42,58
Lost,C,Ban,UK,59,1.371,8.1,46,62
Lost,F,Cap,UK,60,0.972,7,63,71
Lost,C,Ban,UK,59,0.791,9.8,55,42
Lost,G,Oth,Afr,39,1.088,8.5,61,61
Won,G,Ban,Ame,43,0.84,5.7,37,66
Lost,G,Def,Ame,50,1.258,7.5,45,68
Lost,Li,Con,UK,46,1.084,2.6,56,59
Won,L,Ban,Afr,45,0.633,8.3,61,48
Won,G,Oth,Ame,38,0.217,7.5,51,68
Lost,G,Oth,Afr,39,1.754,6.7,62,74
Lost,P,Sec,Ind,44,1.263,6.4,49,58
Lost,P,Sec,Ame,68,0.61,9.2,49,54
Lost,Li,Oth,Oth,64,0.95,8.5,52,58
Lost,G,Ban,Afr,52,1.449,8.4,64,59
Won,G,Ban,Afr,52,0.942,9.8,52,72
Won,L,Ban,Afr,45,0.5,8.7,58,44
Won,P,Inf,UK,37,0.433,7.8,49,72
Won,P,Sec,Ind,44,0.777,7.1,44,73
Won,P,Con,UK,53,0.965,10.9,52,73
Lost,Li,Cap,Oth,47,1.955,5.3,67,76
Lost,F,Cap,Oth,57,1.26,5.8,43,50
Lost,G,Def,Jap,63,0.919,6.2,47,66
Won,Lo,Mob,UK,35,0.545,7.3,37,58
Won,L,Def,UK,51,0.897,6.5,48,63
Lost,C,Ban,UK,59,0.736,4.8,53,54
Won,P,Inf,UK,37,0.158,6.7,61,56
Lost,P,Con,UK,53,1.805,9,61,46
Won,G,Oth,UK,49,0.479,9.1,46,54
Lost,L,Ban,Afr,45,1.188,5.7,51,70
Lost,F,Cap,Oth,57,1.062,8.6,53,58
Lost,P,Sec,Ame,68,1.354,10.1,68,72
Won,L,Ban,Afr,45,1.017,8.9,43,72
Lost,G,Fin,UK,55,0.993,5.5,65,57
Lost,G,Ins,UK,58,1.36,7.3,50,70
Lost,G,Def,Ame,50,2.451,9,45,53
Won,G,Air,UK,56,0.564,6.2,50,72
Lost,G,Oth,UK,49,1.414,10,43,50
Won,C,Ban,UK,59,0.915,8.6,43,74
Lost,P,Cap,UK,71,1.387,11.2,26,42
Won,G,Oth,UK,49,0.938,9.8,46,65
Won,G,Ban,Ame,43,0.419,10.9,51,66
Won,G,Def,Ame,50,0.681,5.4,43,63
Won,G,Fin,UK,55,0.786,10.8,49,61
Won,F,Cap,Oth,57,-0.006,6.2,40,68
Lost,G,Cap,Oth,41,1.212,4.8,55,61
Won,L,Def,UK,51,-0.123,8.6,73,73
Lost,G,Ins,UK,58,0.763,6.8,65,62
Lost,F,Cap,Oth,57,1.528,8.6,45,70
Lost,P,Ene,UK,34,1.2,5.4,59,60
Won,G,Ins,UK,58,1.163,8.9,38,100
Won,L,Ene,UK,42,1.079,12.5,50,63
Lost,Li,Oth,Oth,64,0.87,9.7,48,53
Lost,P,Cap,UK,71,0.752,5.8,63,44
Lost,G,Ins,UK,58,0.855,6.9,52,64
Lost,G,Ban,Sin,65,0.876,6.2,56,66
Won,G,Oth,UK,49,1.051,5.6,44,64
Won,G,Def,Jap,63,1.406,7,22,62
Won,G,Oth,UK,49,1.252,7.6,45,74
Lost,F,Cap,UK,60,1.044,8,55,79
Won,C,Ban,UK,59,0.829,9.2,35,73
Won,G,Ban,Ame,43,0.424,10.3,67,76
Lost,G,Oth,Afr,39,1.454,7.4,60,46
Won,Li,Cap,Oth,47,1.131,7.4,39,62
Lost,G,Tel,Spa,66,0.661,9.8,53,53
Won,L,Cap,UK,40,0.996,12.2,44,79
Lost,G,Ins,UK,58,1.612,6,42,55
Won,G,Def,Ame,50,0.918,5.9,43,56
Lost,G,Def,Ame,50,1.605,8.5,67,57
Won,G,Oth,UK,49,0.587,6.4,52,100
Won,G,Ban,Afr,52,1.245,9.8,42,65
Lost,G,Ban,Sin,65,0.871,4.8,71,64
Lost,G,Def,Jap,63,1.252,7.8,53,56
Won,G,Oth,Afr,39,1.445,10.5,44,69
Won,P,Ene,UK,34,0.847,10.1,32,57
Lost,G,Ban,UK,61,1.603,7.8,52,61
Lost,G,Sec,Sin,73,1.126,7,45,67
Won,L,Cap,UK,40,0.5,7.3,30,59
Won,P,Def,Ame,22,0.986,3.9,26,67
Lost,Li,Oth,Oth,64,1.063,4.7,42,48
Lost,G,Def,Ame,50,1.255,11.8,70,53
Lost,G,Oth,UK,49,1.505,8.9,40,73
Won,G,Ban,Afr,52,1.075,8.7,36,45
Lost,G,Ins,UK,58,1.111,10,43,56
Lost,C,Ban,UK,59,1.225,8.2,36,61
Lost,P,Ene,UK,34,1.482,10.5,51,56
Won,Lo,Gov,UK,36,0.293,8.9,29,50
Lost,G,Ban,UK,61,1.874,10.2,35,68
Lost,Lo,Gov,UK,36,1.329,7.2,60,71
Lost,F,Cap,UK,60,1.886,7.7,49,62
Lost,G,Fin,UK,55,0.739,8,53,58
Won,G,OG,UK,19,1.528,10.4,43,63
Won,L,Ene,UK,42,0.072,6.6,59,53
Won,G,Cap,UK,48,0.783,5.9,60,77
Won,L,Ene,UK,42,1.225,5.3,44,40
Lost,G,Ins,UK,58,1.791,6.3,49,54
Lost,F,Con,UK,54,1.09,8.4,63,35
Lost,P,Con,UK,53,0.803,8.2,56,51
Won,G,Ins,UK,58,0.724,6,39,69
Won,G,Ban,UK,61,0.339,10.3,41,66
Won,P,Sec,Ind,44,0.691,9.2,57,71
Won,F,Cap,Oth,57,0.803,9.1,57,100
Lost,F,Cap,Oth,57,1.058,5.9,52,54
Won,F,Con,UK,54,0.419,11.1,57,57
Won,P,Whi,UK,15,1.27,6.9,55,79
Lost,G,Hea,UK,67,1.086,7.4,66,62
Lost,G,Oth,UK,49,1.189,5.6,61,73
Lost,G,Def,Ame,50,1.623,8.5,72,60
Won,Li,Cap,Oth,47,0.18,5.3,31,59
Lost,Li,Oth,Oth,64,1.482,7.1,61,72
Won,G,Cap,UK,48,0.846,10.2,47,65
Lost,G,Ban,Afr,52,1.433,8.3,40,48
Lost,L,Ban,Afr,45,1.371,4.9,54,43
Lost,P,Sec,Ind,44,1.793,6.2,46,44
Lost,Li,Cap,Oth,47,1.824,4,59,50
Lost,G,Def,Ame,50,1.387,11.6,61,60
Lost,G,Oth,Oth,69,1.593,8.4,51,56
Lost,F,Con,UK,54,1.314,7,51,100
Lost,Li,Cap,Oth,47,2.306,7.9,57,66
Won,G,Ban,Afr,52,0.814,11.5,37,59
Won,G,Ban,Afr,52,0.397,7.1,52,52
Won,G,Def,Oth,30,0.405,3.4,58,58
Lost,G,Tel,Spa,66,1.597,8,54,60
Won,P,Inf,UK,37,0.695,10.7,42,43
Won,G,Ban,Afr,52,0.763,12.1,46,54
Won,G,Cap,Oth,41,1.334,6.4,41,49
Won,P,Ene,UK,34,0.825,10.6,37,60
Lost,F,Con,UK,54,1.472,7.5,49,64
Won,P,Sec,Ind,44,1.182,8.8,50,72
Lost,G,Cap,Oth,41,1.35,9.5,58,53
Lost,F,Inf,UK,62,1.225,8.3,66,70
Lost,L,Def,UK,51,0.995,5.1,65,60
Lost,P,Sec,Ame,68,1.033,8.5,60,68
Won,G,Ban,UK,61,0.513,5.4,45,74
Lost,P,Sec,Ame,68,1.063,8.3,43,63
Won,P,Inf,UK,37,0.993,7.6,47,61
Won,Lo,Gov,UK,36,1.298,8.8,49,69
Won,Lo,Mob,UK,35,1.458,5.8,46,67
Won,G,Oth,UK,49,0.349,9.3,47,64
Won,F,Cap,Oth,57,0.595,9.5,58,60
Won,L,Ene,UK,42,0.6,7.1,43,65
Won,G,Cap,Oth,41,0.462,9.4,42,49
Won,Li,Con,UK,46,1.085,7.4,28,55
Won,Li,Cap,Oth,47,1.01,7,46,62
Won,G,Oth,Afr,39,0.584,6.2,46,35
Won,G,Def,Ame,50,0.002,7.3,46,65
Won,P,Sec,Ind,44,1.042,6.4,53,61
Won,F,Ins,UK,31,1.66,7.5,38,52
Won,G,Ban,Afr,52,0.931,5.8,45,100
Lost,G,Oth,Afr,39,1.694,9.5,49,50
Won,G,Oth,Ame,38,0.753,9.8,51,59
Won,F,Cap,Oth,57,0.283,7.5,58,38
Won,G,Ins,UK,58,1.094,5.1,33,75
Won,L,Def,UK,51,0.562,10.1,43,68
Won,F,Ins,UK,31,0.842,6.4,51,73
Lost,Li,Cap,Oth,47,1.418,9.1,38,44
Lost,F,Cap,Oth,57,1.01,5.7,69,62
Won,G,Ban,Ame,43,0.88,9,44,100
Won,P,Con,UK,53,0.946,8.2,45,65
Lost,G,Ban,Afr,52,0.441,5.2,70,58
Lost,Li,Cap,Oth,47,1.955,6.3,19,46
Won,G,Oth,UK,49,0.38,10.7,39,47
Lost,G,Ban,Sin,65,1.188,7.4,55,42
Won,G,Ban,Afr,52,-0.015,2.7,24,57
Lost,G,Def,Ame,50,1.085,4.8,44,42
Won,P,Sec,Ind,44,0.744,9.5,48,45
Won,Lo,Mob,UK,35,-0.203,7.9,50,54
Won,C,Ban,UK,59,0.395,7.8,43,57
Won,G,Hea,UK,67,-0.561,10.4,52,52
Lost,G,Oth,UK,49,1.48,9.9,57,44
Won,G,Sec,UK,32,1.359,7.1,48,53
Won,L,Ban,Afr,45,0.669,6.2,33,100
Won,G,Def,Jap,63,0.025,8.5,47,59
Lost,G,Ins,UK,58,1.259,9.1,50,57
Lost,G,Ins,UK,58,1.034,8.1,48,50
Won,C,Ban,UK,59,1.049,7.8,43,68
Won,G,Air,UK,56,1.057,7.1,41,48
Won,G,Ban,Ame,43,0.58,7.9,60,67
Won,L,Ene,UK,42,0.735,6.8,53,63
Lost,G,Cap,UK,48,2.112,4.8,47,53
Lost,P,Sec,Ind,44,0.965,7.9,53,51
Lost,Li,Con,UK,46,1.294,5.7,50,56
Lost,L,Def,UK,51,1.365,7.7,45,59
Won,G,Sec,UK,32,0.978,9.4,44,51
Won,G,Fin,UK,55,0.534,7.5,51,56
Won,G,Fin,UK,55,0.174,6.8,48,58
Lost,G,Oth,Afr,39,1.225,9.1,49,36
Won,P,Sec,Ind,44,1.097,8.8,46,55
Lost,G,Ban,Afr,52,1.183,9.2,54,74
Lost,G,Sec,UK,32,1.955,9,48,37
Lost,L,Ban,Afr,45,1.6,6.7,60,61
Won,G,Air,UK,56,0.501,8,54,61
Won,G,Def,Oth,30,0.7,5.2,53,75
Lost,F,Inf,UK,62,0.556,9.7,58,58
Lost,Li,Cap,Oth,47,1.148,8.9,53,72
Won,G,Oth,UK,49,0.538,7.7,47,55
Won,F,Cap,Oth,57,0.476,10.7,60,53
Won,G,Def,Ame,50,-0.097,9.5,55,64
Won,G,Oth,Ame,38,1.807,6.7,36,69
Won,L,Ban,Afr,45,0.311,6.7,39,77
Lost,F,Con,UK,54,1.64,4,45,66
Lost,L,Def,UK,51,1.209,7.2,60,65
Won,P,Mob,Can,29,0.419,7,56,69
Won,G,Ban,Ame,43,0.698,6.9,47,59
Lost,G,Def,Ame,50,1.017,9.5,52,52
Lost,G,Def,Jap,63,1.638,7.6,58,75
Won,L,Ene,UK,42,0.28,7.1,59,51
Lost,F,Inf,UK,62,1.528,8.7,62,54
Lost,G,Cap,Oth,41,1.555,6.8,54,79
Won,L,Ene,UK,42,1.329,8.6,39,57
Lost,P,Cap,UK,71,1.05,7.4,52,59
Won,Li,Con,UK,46,0.59,7.7,53,47
Lost,G,Oth,Oth,69,0.244,5.2,65,79
Lost,F,Inf,UK,62,1.163,9,62,67
Won,L,Def,UK,51,-0.026,10.5,58,66
Lost,G,Ins,UK,58,0.71,6,60,73
Lost,P,Con,UK,53,0.858,8.7,53,61
Lost,G,Oth,Afr,39,1.554,7.7,43,54
Won,G,Cap,UK,48,0.513,6.7,46,77
Won,G,Ban,UK,61,1.105,10.5,35,75
Lost,L,Def,UK,51,1.248,8,58,60
Won,P,OG,Jap,33,1.067,9.7,30,63
Won,L,Def,UK,51,0.177,5,56,45
Lost,L,Def,UK,51,1.698,7,44,59
Lost,G,Ban,Afr,52,1.299,9,49,60
Lost,G,Air,UK,56,1.413,7.2,44,27
Lost,G,Def,Jap,63,1.275,5.8,44,73
Lost,G,Fin,UK,55,1.137,6.1,50,58
Won,L,Def,UK,51,0.922,7.5,26,63
Won,G,Oth,UK,49,0.534,8.4,40,63
Won,P,Con,UK,53,-0.166,4.6,52,54
Lost,G,Cap,UK,48,1.625,7.4,45,77
Lost,G,Ban,Ame,43,1.244,8.8,64,59
Lost,F,Cap,Oth,57,1.521,9.1,52,47
Won,G,Ins,UK,58,1.062,7.7,44,65
Won,G,Cap,UK,48,1.022,7.5,43,52
Won,F,Cap,Oth,57,0.396,9.8,37,66
Lost,L,Ban,Afr,45,2.112,3.4,46,66
Won,G,Ins,UK,58,1.01,9.5,43,63
Lost,G,Oth,Afr,39,1.937,9.5,32,44
Won,G,Oth,UK,49,0.51,6,62,51
Lost,G,Oth,UK,49,0.773,7.6,61,62
Lost,G,Oth,UK,49,1.13,11.3,52,62
Won,P,Con,UK,53,1.409,5.2,37,64
Lost,G,Ban,Afr,52,1.492,13.4,52,55
Won,G,Ban,Ame,43,0.073,9.5,65,55
Won,G,Air,UK,56,0.748,7.3,35,58
Lost,P,Cli,UK,70,0.923,9.2,55,58
Won,P,Con,UK,53,0.617,9.3,44,50
Won,G,Ins,UK,58,0.351,5.4,66,100
Won,P,Sec,Ame,68,-0.154,10.6,46,61
Lost,F,Inf,UK,62,0.535,9.9,63,54
Won,P,Inf,UK,37,-0.016,12.9,43,60
Won,Li,Cap,Oth,47,0.3,7,47,60
Lost,G,Ban,Sin,65,1.299,7.7,44,67
Won,G,Def,Oth,30,1.176,6.4,49,50
Won,G,Def,Afr,25,0.36,9.4,78,58
Lost,P,Sec,Ind,44,0.539,7.9,77,73
Lost,L,Cap,UK,40,1.276,7.8,61,67
Won,Li,Con,UK,46,0.021,7.6,41,70
Won,Li,Cap,Oth,47,0.483,11.7,43,55
Lost,Li,Cap,Oth,47,1.365,8.5,47,48
Lost,Li,Oth,Oth,64,1.832,7.7,56,61
Won,L,Ban,Afr,45,0.539,11,62,57
Won,P,Whi,Jap,21,1.874,8,39,71
Won,L,Def,UK,51,1.046,9.7,48,64
Won,L,Ene,UK,42,1.451,5.1,36,53
Won,Li,Con,UK,46,0.764,6.5,46,75
Won,L,Ene,UK,42,1.186,7.9,46,56
Lost,G,Def,Ame,50,2.306,6.5,51,61
Won,L,Ban,Afr,45,0.914,7.3,53,67
Lost,G,Tel,Spa,66,0.67,5.8,59,63
Won,G,Ban,UK,61,1.106,7.7,41,100
Won,G,Oth,Ame,38,0.828,6.8,42,73
Won,F,Con,UK,54,0.646,6.2,40,62
Won,L,Ene,UK,42,0.839,4.4,38,47
Won,C,Ban,UK,59,-0.453,6.8,58,44
Lost,L,Ban,Afr,45,1.547,11,59,66
Lost,G,Cap,UK,48,0.987,6.3,58,55
Lost,P,Sec,Ind,44,1.371,4.4,53,46
Won,G,Oth,UK,49,0.852,2.8,49,54
Lost,G,Ins,UK,58,0.679,11.4,64,62
Won,P,OG,Jap,33,1.157,10,56,100
Lost,Li,Con,UK,46,1.456,6,57,53
Won,L,Ene,UK,42,0.445,7.9,49,55
Lost,L,Ban,Afr,45,1.685,8.3,61,58
Won,F,Con,UK,54,0.581,3.3,51,72
Won,G,Air,UK,56,0.921,8,31,68
Lost,Li,Oth,Oth,64,1.248,8.9,72,64
Lost,L,Def,UK,51,1.504,9,55,70
Won,G,Hea,UK,67,0.383,6,46,45
Lost,L,Ban,Afr,45,1.157,9.9,53,67
Won,G,Ban,Sin,65,0.473,7.3,43,57
Won,Li,Oth,Oth,64,0.882,10.4,38,62
Won,L,Ban,Afr,45,0.519,8,40,59
Won,G,Def,Ame,50,0.95,8.5,50,60
Won,G,Ban,Ame,43,1.442,12.8,34,77
Lost,G,Def,Jap,63,2.306,6.5,60,58
Won,G,Cap,UK,48,0.75,6.4,57,60
Won,G,Def,Ame,50,-0.055,9.5,51,46
Won,G,Ban,UK,61,1.296,9,42,58
